Date,Tournament,Round,Home Team,Away Team,Home Score,Away Score,Home Tries,Away Tries,Home Points,Away Points,Venue,Neutral,Home Rank,Away Rank,Home Elo,Away Elo
2012-02-04,"6N,CA",1,SCO,ENG,6,13,0,1,1,4,"Murrayfield, Edinburgh",0,11,5,1890,1950
2012-02-05,6N,1,IRE,WAL,21,23,2,3,1,4,"Lansdowne Rd, Dublin",0,8,6,1920,1940
2012-02-11,6N,2,ITA,ENG,15,19,2,1,1,4,"Olympic Stadium, Rome",0,12,5,1880,1950
2012-02-12,6N,2,WAL,SCO,27,13,3,1,4,0,"Millennium Stadium, Cardiff",0,6,11,1940,1890
2012-02-25,6N,3,IRE,ITA,42,10,5,1,5,0,"Lansdowne Rd, Dublin",0,8,12,1920,1880
2012-02-25,6N,3,ENG,WAL,12,19,0,1,1,4,"Twickenham, London",0,6,5,1940,1950
2012-02-26,6N,3,SCO,FRA,17,23,2,2,1,4,"Murrayfield, Edinburgh",0,11,3,1890,1970
2012-03-04,6N,2,FRA,IRE,17,17,1,2,2,2,"Stade de France, Paris",0,4,7,1960,1930
2012-03-10,6N,4,WAL,ITA,24,3,2,0,4,0,"Millennium Stadium, Cardiff",0,5,12,1950,1880
2012-03-10,6N,4,IRE,SCO,32,14,4,1,5,0,"Lansdowne Rd, Dublin",0,7,11,1930,1890
2012-03-11,6N,4,FRA,ENG,22,24,1,3,1,4,"Stade de France, Paris",0,6,4,1940,1960
2012-03-17,6N,5,ITA,SCO,13,6,1,0,4,1,"Olympic Stadium, Rome",0,11,12,1890,1880
2012-03-17,6N,5,WAL,FRA,16,9,1,0,4,1,"Millennium Stadium, Cardiff",0,5,6,1950,1940
2012-03-17,6N,5,ENG,IRE,30,9,2,0,4,0,"Twickenham, London",0,4,8,1960,1920
2012-06-05,"ST,HC",,AUS,SCO,6,9,0,0,1,4,Newcastle,0,2,12,1980,1880
2012-06-09,ST,,ARG,ITA,37,22,4,3,5,0,San Juan,0,7,12,1930,1880
2012-06-09,ST,1,SAF,ENG,22,17,2,1,4,1,"Kings Park Stadium, Durban",0,3,4,1970,1960
2012-06-09,ST,1,NZL,IRE,42,10,5,1,5,0,"Eden Park, Auckland",0,1,8,1990,1920
2012-06-09,ST,1,AUS,WAL,27,19,3,1,4,0,"Suncorp Stadium, Brisbane",0,2,5,1980,1950
2012-06-15,,,CAN,ITA,16,25,1,1,0,4,"BMO Field, Toronto",0,13,12,1870,1880
2012-06-16,ST,,FIJ,SCO,25,37,3,4,0,5,"Lautoka, Fiji",0,14,10,1860,1900
2012-06-16,ST,2,SAF,ENG,36,27,4,3,5,0,"Ellis Park, Johannesburg",0,3,5,1970,1950
2012-06-16,ST,1,ARG,FRA,23,20,2,1,4,1,Cordoba,0,6,7,1940,1930
2012-06-16,ST,2,NZL,IRE,22,19,1,1,4,1,"Rugby League Pk, Christchurch",0,1,8,1990,1920
2012-06-16,ST,2,AUS,WAL,25,23,1,2,4,1,"Colonial Stadium, Melbourne",0,2,4,1980,1960
2012-06-23,ST,3,AUS,WAL,20,19,1,1,4,1,"Football Stadium, Sydney",0,2,6,1980,1940
2012-06-23,ST,,SAM,SCO,16,17,1,2,1,4,Apia,0,10,9,1900,1910
2012-06-23,ST,3,SAF,ENG,14,14,1,1,2,2,"N. Mandela Bay, Pt Elizabeth",0,3,4,1970,1960
2012-06-23,ST,2,ARG,FRA,10,49,1,6,0,5,Tucuman,0,8,5,1920,1950
2012-06-23,ST,3,NZL,IRE,60,0,9,0,5,0,"Waikato Stadium, Hamilton",0,1,7,1990,1930
2012-06-23,,,USA,ITA,10,30,1,3,0,4,Houston,0,17,11,1830,1890
2012-08-18,"RC,BC",n,AUS,NZL,19,27,1,2,0,4,"Stadium Australia, Sydney",0,2,1,1980,1990
2012-08-18,RC,,SAF,ARG,27,6,3,0,4,0,"Newlands, Cape Town",0,3,8,1970,1920
2012-08-25,RC,,ARG,SAF,16,16,1,1,2,2,Mendoza,0,8,3,1920,1970
2012-08-25,"RC,BC",n,NZL,AUS,22,0,1,0,4,0,"Eden Park, Auckland",0,1,2,1990,1980
2012-09-08,"RC,MP",a,AUS,SAF,26,19,2,1,4,1,"Subiaco Oval, Perth_AUS",0,2,3,1980,1970
2012-09-08,RC,,NZL,ARG,21,5,2,1,4,0,"Westpac Trust, Wellington",0,1,8,1990,1920
2012-09-15,RC,,AUS,ARG,23,19,2,2,4,1,"Skilled Park, Gold Coast",0,2,8,1980,1920
2012-09-15,"RC,FC",n,NZL,SAF,21,11,2,1,4,0,"Otago Stadium, Dunedin",0,1,3,1990,1970
2012-09-29,"RC,MP",a,SAF,AUS,31,8,5,1,5,0,"Loftus Versfeld, Pretoria",0,2,3,1980,1970
2012-09-29,RC,,ARG,NZL,15,54,2,7,0,5,La Plata,0,8,1,1920,1990
2012-10-06,"RC,FC",,SAF,NZL,16,32,1,4,0,5,"Soweto, Johannesburg",0,3,1,1970,1990
2012-10-06,RC,,ARG,AUS,19,25,1,1,1,4,Rosario,0,8,2,1920,1980
2012-10-20,BC,n,AUS,NZL,18,18,0,0,2,2,"Suncorp Stadium, Brisbane",0,2,1,1980,1990
2012-11-10,AI,,FRA,AUS,33,6,3,0,4,0,"Stade de France, Paris",0,4,3,1960,1970
2012-11-10,AI,,ENG,FIJ,54,12,7,2,5,0,"Twickenham, London",0,5,14,1950,1860
2012-11-10,AI,,WAL,ARG,12,26,0,2,0,4,"Millennium Stadium, Cardiff",0,6,7,1940,1930
2012-11-10,AI,,ITA,TON,28,23,3,2,4,1,Torino,0,11,12,1890,1880
2012-11-10,AI,,IRE,SAF,12,16,0,1,1,4,"Lansdowne Rd, Dublin",0,8,2,1920,1980
2012-11-11,AI,,SCO,NZL,22,51,3,6,0,5,"Murrayfield, Edinburgh",0,9,1,1910,1990
2012-11-16,AI,,WAL,SAM,19,26,1,3,1,4,"Millennium Stadium, Cardiff",0,8,9,1920,1910
2012-11-17,"AI,CC",,ENG,AUS,14,20,1,1,1,4,"Twickenham, London",0,5,3,1950,1970
2012-11-17,AI,,SCO,SAF,10,21,1,2,1,4,"Murrayfield, Edinburgh",0,10,2,1900,1980
2012-11-17,AI,,ITA,NZL,10,42,1,5,0,5,"Olympic Stadium, Rome",0,11,1,1890,1990
2012-11-17,AI,,FRA,ARG,39,22,3,1,4,0,Lille,0,4,6,1960,1940
2012-11-24,AI,,WAL,NZL,10,33,2,3,0,4,"Millennium Stadium, Cardiff",0,7,1,1930,1990
2012-11-24,AI,,IRE,ARG,46,24,7,2,5,0,"Lansdowne Rd, Dublin",0,6,9,1940,1910
2012-11-24,AI,,ENG,SAF,15,16,0,1,1,4,"Twickenham, London",0,5,2,1950,1980
2012-11-24,AI,,SCO,TON,15,21,0,2,1,4,Aberdeen,0,12,11,1880,1890
2012-11-24,AI,,ITA,AUS,19,22,1,1,1,4,Bologna,0,10,3,1900,1970
2012-11-24,AI,,FRA,SAM,22,14,1,2,4,0,"Stade de France, Paris",0,4,8,1960,1920
2012-12-01,"AI,HS",e,ENG,NZL,38,21,3,3,4,0,"Twickenham, London",0,5,1,1950,1990
2012-12-01,AI,,WAL,AUS,12,14,0,1,1,4,"Millennium Stadium, Cardiff",0,9,3,1910,1970
2013-02-02,6N,1,WAL,IRE,22,30,3,3,0,4,"Millennium Stadium, Cardiff",0,10,6,1900,1940
2013-02-02,"6N,CA",1,ENG,SCO,38,18,4,2,5,0,"Twickenham, London",0,4,12,1960,1880
2013-02-03,6N,1,ITA,FRA,23,18,2,2,4,1,"Olympic Stadium, Rome",0,9,5,1910,1950
2013-02-09,6N,2,SCO,ITA,34,10,4,1,5,0,"Murrayfield, Edinburgh",0,10,11,1900,1890
2013-02-09,6N,2,FRA,WAL,6,16,0,1,0,4,"Stade de France, Paris",0,5,7,1950,1930
2013-02-10,6N,2,IRE,ENG,6,12,0,0,1,4,"Lansdowne Rd, Dublin",0,6,4,1940,1960
2013-02-23,6N,3,ITA,WAL,9,26,0,2,0,4,"Olympic Stadium, Rome",0,12,6,1880,1940
2013-02-23,6N,3,ENG,FRA,23,13,1,1,4,0,"Twickenham, London",0,4,5,1960,1950
2013-02-24,6N,3,SCO,IRE,12,8,0,1,4,1,"Murrayfield, Edinburgh",0,10,7,1900,1930
2013-03-09,6N,4,SCO,WAL,18,28,0,1,0,4,"Murrayfield, Edinburgh",0,10,5,1900,1950
2013-03-09,6N,4,IRE,FRA,13,13,1,1,2,2,"Lansdowne Rd, Dublin",0,7,6,1930,1940
2013-03-10,6N,4,ENG,ITA,18,11,0,1,4,1,"Twickenham, London",0,4,12,1960,1880
2013-03-16,6N,5,WAL,ENG,30,3,2,0,4,0,"Millennium Stadium, Cardiff",0,5,4,1950,1960
2013-03-16,6N,5,ITA,IRE,22,15,1,0,4,1,"Olympic Stadium, Rome",0,12,9,1880,1910
2013-03-16,6N,5,FRA,SCO,23,16,2,1,4,1,"Stade de France, Paris",0,6,10,1940,1900
2013-06-08,ST,1,JAP,WAL,18,22,2,1,1,4,"Hanazono Stadium, Osaka",0,15,5,1850,1950
2013-06-08,ST,,SAM,SCO,27,17,3,1,4,0,"Kings Park Stadium, Durban",1,7,11,1930,1890
2013-06-08,ST,1,ARG,ENG,3,32,0,4,0,5,Salta,0,9,4,1910,1960
2013-06-08,ST,,USA,IRE,12,15,0,0,1,4,Houston,0,17,8,1830,1920
2013-06-08,ST,,SAF,ITA,44,10,5,1,5,0,"Kings Park Stadium, Durban",0,2,10,1980,1900
2013-06-08,"ST,DG",1,NZL,FRA,23,13,2,1,4,0,"Eden Park, Auckland",0,1,6,1990,1940
2013-06-15,ST,2,JAP,WAL,23,8,2,1,4,0,"Prince Chichibu Stadium, Tokyo",0,15,6,1850,1940
2013-06-15,ST,,ITA,SAM,10,39,1,5,0,5,"Mbombela Stadium, Nelspruit",1,12,7,1880,1930
2013-06-15,ST,2,ARG,ENG,26,51,2,7,0,5,"Velez Sarsfield, Buenos Aires",0,9,4,1910,1960
2013-06-15,ST,,SAF,SCO,30,17,3,2,4,0,"Mbombela Stadium, Nelspruit",0,2,11,1980,1890
2013-06-15,"ST,DG",2,NZL,FRA,30,0,3,0,4,0,"Rugby League Pk, Christchurch",0,1,5,1990,1950
2013-06-15,ST,,CAN,IRE,14,40,1,6,0,5,"BMO Field, Toronto",0,13,8,1870,1920
2013-06-19,,,JAP,CAN,16,13,1,1,4,1,Nagoya,0,15,13,1850,1870
2013-06-22,LT,1,AUS,LIO,21,23,2,2,1,4,"Suncorp Stadium, Brisbane",0,3,0,1970,2000
2013-06-22,ST,,ITA,SCO,29,30,2,3,1,4,"Loftus Versfeld, Pretoria",1,12,9,1880,1910
2013-06-22,ST,,ARG,GEO,29,18,1,0,4,0,San Juan,0,10,16,1900,1840
2013-06-22,ST,,SAF,SAM,56,23,8,2,5,0,"Loftus Versfeld, Pretoria",0,2,7,1980,1930
2013-06-22,"ST,DG",3,NZL,FRA,24,9,2,0,4,0,New Plymouth,0,1,5,1990,1950
2013-06-23,,,JAP,USA,38,20,6,3,5,0,"Prince Chichibu Stadium, Tokyo",0,14,18,1860,1820
2013-06-29,LT,2,AUS,LIO,16,15,1,0,4,1,"Colonial Stadium, Melbourne",0,3,0,1970,2000
2013-07-06,LT,3,AUS,LIO,16,41,1,4,0,5,"Stadium Australia, Sydney",0,3,0,1970,2000
2013-08-17,"RC,BC",n,AUS,NZL,29,47,2,6,0,5,"Stadium Australia, Sydney",0,4,1,1960,1990
2013-08-17,RC,,SAF,ARG,73,13,9,1,5,0,"Soweto, Johannesburg",0,2,10,1980,1900
2013-08-24,RC,,ARG,SAF,17,22,2,1,1,4,Mendoza,0,10,2,1900,1980
2013-08-24,"RC,BC",n,NZL,AUS,27,16,2,1,4,0,"Westpac Trust, Wellington",0,1,4,1990,1960
2013-09-07,"RC,MP",a,AUS,SAF,12,38,0,4,0,5,"Suncorp Stadium, Brisbane",0,4,2,1960,1980
2013-09-07,RC,,NZL,ARG,28,13,3,1,4,0,"Waikato Stadium, Hamilton",0,1,10,1990,1900
2013-09-14,RC,,AUS,ARG,14,13,1,1,4,1,"Subiaco Oval, Perth_AUS",0,4,10,1960,1900
2013-09-14,"RC,FC",n,NZL,SAF,29,15,4,2,5,0,"Eden Park, Auckland",0,1,2,1990,1980
2013-09-28,"RC,MP",s,SAF,AUS,28,8,3,1,4,0,"Newlands, Cape Town",0,2,4,1980,1960
2013-09-28,RC,,ARG,NZL,15,33,0,4,0,5,La Plata,0,10,1,1900,1990
2013-10-05,"RC,FC",n,SAF,NZL,27,38,4,5,1,5,"Ellis Park, Johannesburg",0,2,1,1980,1990
2013-10-05,RC,,ARG,AUS,17,54,2,7,0,5,Rosario,0,10,4,1900,1960
2013-10-19,BC,n,NZL,AUS,41,33,4,3,5,0,"Otago Stadium, Dunedin",0,1,4,1990,1960
2013-11-02,"AI,CC",e,ENG,AUS,20,13,2,1,4,1,"Twickenham, London",0,3,4,1970,1960
2013-11-02,AI,,JAP,NZL,6,54,0,8,0,5,"Prince Chichibu Stadium, Tokyo",0,15,1,1850,1990
2013-11-09,"AI,DG",,FRA,NZL,19,26,1,2,1,4,"Stade de France, Paris",0,5,1,1950,1990
2013-11-09,AI,,ITA,AUS,20,50,3,7,0,5,"Olympic Stadium, Rome",0,11,4,1890,1960
2013-11-09,AI,,ENG,ARG,31,12,4,0,5,0,"Twickenham, London",0,3,10,1970,1900
2013-11-09,AI,,SCO,JAP,42,17,6,2,5,0,"Murrayfield, Edinburgh",0,9,14,1910,1860
2013-11-09,AI,,WAL,SAF,15,24,0,3,0,4,"Millennium Stadium, Cardiff",0,7,2,1930,1980
2013-11-09,AI,,IRE,SAM,40,9,5,0,5,0,"Lansdowne Rd, Dublin",0,6,8,1940,1920
2013-11-16,AI,,FRA,TON,38,18,4,2,5,0,"Stade de France, Paris",0,5,12,1950,1880
2013-11-16,AI,,ITA,FIJ,37,31,4,5,5,2,Cremona,0,11,13,1890,1870
2013-11-16,"AI,HS",n,ENG,NZL,22,30,1,3,0,4,"Twickenham, London",0,3,1,1970,1990
2013-11-16,AI,,WAL,ARG,40,6,4,0,5,0,"Millennium Stadium, Cardiff",0,6,10,1940,1900
2013-11-16,AI,,IRE,AUS,15,32,0,4,0,5,"Lansdowne Rd, Dublin",0,7,4,1930,1960
2013-11-17,AI,,SCO,SAF,0,28,0,4,0,5,"Murrayfield, Edinburgh",0,9,2,1910,1980
2013-11-22,AI,,WAL,TON,17,7,2,1,4,0,"Millennium Stadium, Cardiff",0,5,12,1950,1880
2013-11-23,AI,,FRA,SAF,10,19,1,1,0,4,"Stade de France, Paris",0,6,2,1940,1980
2013-11-23,AI,,ITA,ARG,14,19,1,1,1,4,Naples,0,13,10,1870,1900
2013-11-23,"AI,HC",,SCO,AUS,15,21,0,2,1,4,"Murrayfield, Edinburgh",0,9,3,1910,1970
2013-11-24,AI,,IRE,NZL,22,24,3,3,1,4,"Lansdowne Rd, Dublin",0,7,1,1930,1990
2013-11-30,AI,,WAL,AUS,26,30,2,3,1,4,"Millennium Stadium, Cardiff",0,6,3,1940,1970
2014-02-01,6N,1,WAL,ITA,23,15,2,2,4,0,"Millennium Stadium, Cardiff",0,6,13,1940,1870
2014-02-01,6N,1,FRA,ENG,26,24,3,2,4,1,"Stade de France, Paris",0,5,4,1950,1960
2014-02-03,6N,1,IRE,SCO,28,6,3,0,4,0,"Lansdowne Rd, Dublin",0,7,10,1930,1900
2014-02-08,6N,2,IRE,WAL,26,3,2,0,4,0,"Lansdowne Rd, Dublin",0,6,7,1940,1930
2014-02-08,"6N,CA",2,SCO,ENG,0,20,0,2,0,4,"Murrayfield, Edinburgh",0,10,4,1900,1960
2014-02-09,6N,2,FRA,ITA,30,10,3,1,4,0,"Stade de France, Paris",0,5,13,1950,1870
2014-02-21,6N,3,WAL,FRA,27,6,2,0,4,0,"Millennium Stadium, Cardiff",0,6,7,1940,1930
2014-02-22,6N,3,ITA,SCO,20,21,2,2,1,4,"Olympic Stadium, Rome",0,14,10,1860,1900
2014-02-22,6N,3,ENG,IRE,13,10,1,1,4,1,"Twickenham, London",0,4,5,1960,1950
2014-03-08,6N,4,IRE,ITA,46,7,7,1,5,0,"Lansdowne Rd, Dublin",0,6,14,1940,1860
2014-03-08,6N,4,SCO,FRA,17,19,2,1,1,4,"Murrayfield, Edinburgh",0,10,5,1900,1950
2014-03-09,6N,4,ENG,WAL,29,18,2,0,4,0,"Twickenham, London",0,4,7,1960,1930
2014-03-15,6N,5,ITA,ENG,11,52,1,7,0,5,"Olympic Stadium, Rome",0,14,4,1860,1960
2014-03-15,6N,5,WAL,SCO,51,3,7,0,5,0,"Millennium Stadium, Cardiff",0,6,10,1940,1900
2014-03-15,6N,5,FRA,IRE,20,22,2,3,1,4,"Stade de France, Paris",0,7,5,1930,1950
2014-06-07,ST,1,AUS,FRA,50,23,7,2,5,0,"Suncorp Stadium, Brisbane",0,3,7,1970,1930
2014-06-07,ST,,FIJ,ITA,25,14,3,2,4,0,"National Stadium, Suva",0,12,14,1880,1860
2014-06-07,ST,,USA,SCO,6,24,0,2,0,4,Houston,0,18,8,1820,1920
2014-06-07,ST,1,ARG,IRE,17,29,2,3,0,4,Resistencia,0,9,5,1910,1950
2014-06-07,"ST,HS",n,NZL,ENG,20,15,1,0,4,1,"Eden Park, Auckland",0,1,4,1990,1960
2014-06-14,ST,2,AUS,FRA,6,0,0,0,4,1,"Colonial Stadium, Melbourne",0,3,7,1970,1930
2014-06-14,ST,,SAM,ITA,15,0,0,0,4,0,Apia,0,11,14,1890,1860
2014-06-14,ST,2,ARG,IRE,17,23,2,2,1,4,Tucuman,0,12,5,1880,1950
2014-06-14,ST,,CAN,SCO,17,19,1,1,1,4,"BMO Field, Toronto",0,16,8,1840,1920
2014-06-14,ST,1,SAF,WAL,38,16,5,1,5,0,"Kings Park Stadium, Durban",0,2,6,1980,1940
2014-06-14,"ST,HS",n,NZL,ENG,28,27,3,3,4,1,"Otago Stadium, Dunedin",0,1,4,1990,1960
2014-06-21,ST,3,AUS,FRA,39,13,5,1,5,0,"Stadium Australia, Sydney",0,3,7,1970,1930
2014-06-21,ST,,JAP,ITA,26,23,2,2,4,1,"Prince Chichibu Stadium, Tokyo",0,10,14,1900,1860
2014-06-21,ST,,ARG,SCO,19,21,2,2,1,4,Cordoba,0,12,8,1880,1920
2014-06-21,ST,2,SAF,WAL,31,30,4,3,5,1,"Mbombela Stadium, Nelspruit",0,2,6,1980,1940
2014-06-21,"ST,HS",n,NZL,ENG,36,13,5,1,5,0,"Waikato Stadium, Hamilton",0,1,4,1990,1960
2014-06-28,ST,,SAF,SCO,55,6,8,0,5,0,"N. Mandela Bay, Pt Elizabeth",0,2,8,1980,1920
2014-08-16,"RC,BC",n,AUS,NZL,12,12,0,0,2,2,"Stadium Australia, Sydney",0,3,1,1970,1990
2014-08-16,RC,,SAF,ARG,13,6,1,0,4,1,"Loftus Versfeld, Pretoria",0,2,12,1980,1880
2014-08-23,"RC,BC",n,NZL,AUS,51,20,6,2,5,0,"Eden Park, Auckland",0,1,3,1990,1970
2014-08-23,RC,,ARG,SAF,31,33,3,3,1,4,Salta,0,12,2,1880,1980
2014-09-06,"RC,MP",s,AUS,SAF,24,23,2,1,4,1,"Subiaco Oval, Perth_AUS",0,3,2,1970,1980
2014-09-06,RC,,NZL,ARG,28,9,4,0,5,0,Napier,0,1,12,1990,1880
2014-09-13,RC,,AUS,ARG,32,25,3,3,4,1,"Skilled Park, Gold Coast",0,3,12,1970,1880
2014-09-13,"RC,FC",n,NZL,SAF,14,10,1,1,4,1,"Westpac Trust, Wellington",0,1,2,1990,1980
2014-09-27,"RC,MP",s,SAF,AUS,28,10,4,1,5,0,"Newlands, Cape Town",0,2,3,1980,1970
2014-09-27,RC,,ARG,NZL,13,34,1,4,0,5,La Plata,0,12,1,1880,1990
2014-10-04,"RC,FC",n,SAF,NZL,27,25,3,3,4,1,"Ellis Park, Johannesburg",0,2,1,1980,1990
2014-10-04,RC,,ARG,AUS,21,17,2,2,4,1,Mendoza,0,10,4,1900,1960
2014-10-18,BC,n,AUS,NZL,28,29,3,4,1,5,"Suncorp Stadium, Brisbane",0,4,1,1960,1990
2014-11-01,AI,,USA,NZL,6,74,0,12,0,5,Chicago,0,18,1,1820,1990
2014-11-07,AI,,CAN,NAM,17,13,1,1,4,1,Colwyn Bay,1,17,22,1830,1780
2014-11-08,"AI,HS",n,ENG,NZL,21,24,2,3,1,4,"Twickenham, London",0,4,1,1960,1990
2014-11-08,AI,,SCO,ARG,41,31,5,4,5,1,"Murrayfield, Edinburgh",0,8,10,1920,1900
2014-11-08,AI,,WAL,AUS,28,33,4,3,2,4,"Millennium Stadium, Cardiff",0,7,3,1930,1970
2014-11-08,AI,,ITA,SAM,24,13,2,1,4,0,Ascoli Piceno,0,14,11,1860,1890
2014-11-08,AI,,GEO,TON,9,23,0,3,0,4,Tbilisi,0,15,13,1850,1870
2014-11-08,,,ROM,USA,17,27,2,3,0,4,Bucharest,0,18,16,1820,1840
2014-11-08,AI,,IRE,SAF,29,15,2,2,4,0,"Lansdowne Rd, Dublin",0,5,2,1950,1980
2014-11-08,AI,,FRA,FIJ,40,15,5,2,5,0,Marseille,0,6,12,1940,1880
2014-11-14,AI,,CAN,SAM,13,23,1,2,0,4,Vannes,1,16,11,1840,1890
2014-11-15,AI,,WAL,FIJ,17,13,3,1,4,1,"Millennium Stadium, Cardiff",0,7,13,1930,1870
2014-11-15,AI,,SCO,NZL,16,24,1,2,0,4,"Murrayfield, Edinburgh",0,8,1,1920,1990
2014-11-15,AI,,FRA,AUS,29,26,2,2,4,1,"Stade de France, Paris",0,6,4,1940,1960
2014-11-15,AI,,ENG,SAF,28,31,3,3,1,4,"Twickenham, London",0,5,2,1950,1980
2014-11-15,AI,,ITA,ARG,18,20,0,2,1,4,Genoa,0,14,9,1860,1910
2014-11-15,,,ROM,JAP,18,13,0,1,4,1,Bucharest,0,18,10,1820,1900
2014-11-15,AI,,USA,TON,12,40,2,5,0,5,"Kingsholm Stadium, Gloucester",1,17,12,1830,1880
2014-11-16,AI,,IRE,GEO,49,7,6,1,5,0,"Lansdowne Rd, Dublin",0,3,15,1970,1850
2014-11-21,AI,,USA,FIJ,14,20,2,3,1,4,Vannes,1,16,12,1840,1880
2014-11-22,AI,,ENG,SAM,28,9,3,0,4,0,"Twickenham, London",0,4,10,1960,1900
2014-11-22,AI,,SCO,TON,37,12,5,0,5,0,"Rugby Park, Kilmarnock",0,8,13,1920,1870
2014-11-22,AI,,ITA,SAF,6,22,0,3,0,4,Padua,0,14,2,1860,1980
2014-11-22,AI,,POR,NAM,29,20,4,2,5,0,Lisbon,0,22,23,1780,1770
2014-11-22,AI,,IRE,AUS,26,23,2,3,4,1,"Lansdowne Rd, Dublin",0,3,5,1970,1950
2014-11-22,AI,,WAL,NZL,16,34,1,5,0,5,"Millennium Stadium, Cardiff",0,6,1,1940,1990
2014-11-22,,,ROM,CAN,18,9,0,0,4,0,Bucharest,0,17,18,1830,1820
2014-11-22,AI,,FRA,ARG,13,18,1,0,1,4,"Stade de France, Paris",0,7,9,1930,1910
2014-11-23,,,GEO,JAP,35,24,5,3,5,0,Tbilisi,0,15,11,1850,1890
2014-11-29,"AI,CC",e,ENG,AUS,26,17,2,2,4,0,"Twickenham, London",0,4,5,1960,1950
2014-11-29,AI,,WAL,SAF,12,6,0,0,4,1,"Millennium Stadium, Cardiff",0,6,2,1940,1980
2015-02-06,6N,1,WAL,ENG,16,21,1,2,1,4,"Millennium Stadium, Cardiff",0,6,3,1940,1970
2015-02-07,6N,1,ITA,IRE,3,26,0,2,0,4,"Olympic Stadium, Rome",0,14,4,1860,1960
2015-02-07,6N,1,FRA,SCO,15,8,0,1,4,1,"Stade de France, Paris",0,7,9,1930,1910
2015-02-14,6N,2,ENG,ITA,47,17,6,3,5,0,"Twickenham, London",0,3,14,1970,1860
2015-02-14,6N,2,IRE,FRA,18,11,0,1,4,1,"Lansdowne Rd, Dublin",0,4,7,1960,1930
2015-02-15,6N,2,SCO,WAL,23,26,2,2,1,4,"Murrayfield, Edinburgh",0,9,6,1910,1940
2015-02-28,6N,3,SCO,ITA,19,22,1,3,1,4,"Murrayfield, Edinburgh",0,10,14,1900,1860
2015-02-28,6N,3,FRA,WAL,13,20,1,1,1,4,"Stade de France, Paris",0,7,6,1930,1940
2015-03-01,6N,3,IRE,ENG,19,9,1,0,4,0,"Lansdowne Rd, Dublin",0,3,4,1970,1960
2015-03-14,6N,4,WAL,IRE,23,16,1,1,4,1,"Millennium Stadium, Cardiff",0,5,3,1950,1970
2015-03-14,"6N,CA",4,ENG,SCO,25,13,3,1,4,0,"Twickenham, London",0,4,10,1960,1900
2015-03-15,6N,4,ITA,FRA,0,29,0,2,0,4,"Olympic Stadium, Rome",0,14,7,1860,1930
2015-03-21,6N,5,ITA,WAL,20,61,2,8,0,5,"Olympic Stadium, Rome",0,15,5,1850,1950
2015-03-21,6N,5,SCO,IRE,10,40,1,4,0,5,"Murrayfield, Edinburgh",0,11,3,1890,1970
2015-03-21,6N,5,ENG,FRA,55,35,7,5,5,1,"Twickenham, London",0,4,7,1960,1930
2015-07-08,,,SAM,NZL,16,25,1,1,0,0,Apia,0,9,1,1910,1990
2015-07-17,RC,,NZL,ARG,39,18,5,2,5,0,"Rugby League Pk, Christchurch",0,1,8,1990,1920
2015-07-18,"RC,MP",A,AUS,SAF,24,20,3,2,4,1,"Suncorp Stadium, Brisbane",0,5,2,1950,1980
2015-07-25,RC,,ARG,AUS,9,34,0,4,0,5,Mendoza,0,8,5,1920,1950
2015-07-25,"RC,FC",,SAF,NZL,20,27,2,3,1,4,"Ellis Park, Johannesburg",0,2,1,1980,1990
2015-08-08,"RC,BC",n,AUS,NZL,27,19,3,2,4,0,"Stadium Australia, Sydney",0,3,1,1970,1990
2015-08-08,RC,,SAF,ARG,25,37,3,4,0,5,"Kings Park Stadium, Durban",0,5,8,1950,1920
2015-08-08,WU,,WAL,IRE,21,35,3,5,0,5,"Millennium Stadium, Cardiff",0,6,2,1940,1980
2015-08-15,WU,,ARG,SAF,12,26,0,2,0,4,"Velez Sarsfield, Buenos Aires",0,8,5,1920,1950
2015-08-15,WU,,IRE,SCO,28,22,4,3,5,1,"Lansdowne Rd, Dublin",0,2,12,1980,1880
2015-08-15,BC,n,NZL,AUS,41,13,5,1,5,0,"Eden Park, Auckland",0,1,3,1990,1970
2015-08-15,WU,,ENG,FRA,19,14,3,1,4,1,"Twickenham, London",0,4,7,1960,1930
2015-08-22,WU,,ITA,SCO,12,16,0,1,1,4,Torino,0,15,10,1850,1900
2015-08-22,WU,,FRA,ENG,25,20,1,2,4,1,"Stade de France, Paris",0,7,5,1930,1950
2015-08-29,WU,,IRE,WAL,10,16,1,1,1,4,"Lansdowne Rd, Dublin",0,3,5,1970,1950
2015-08-29,WU,,SCO,ITA,48,7,6,1,5,0,"Murrayfield, Edinburgh",0,10,15,1900,1850
2015-09-05,WU,,ENG,IRE,21,13,2,1,4,0,"Twickenham, London",0,4,6,1960,1940
2015-09-05,WU,,WAL,ITA,23,19,1,2,4,1,"Millennium Stadium, Cardiff",0,5,14,1950,1860
2015-09-05,WU,,FRA,SCO,19,16,1,1,4,1,"Stade de France, Paris",0,7,10,1930,1900
2015-09-05,WU,,USA,AUS,10,47,1,7,0,5,Chicago,0,15,2,1850,1980
2015-09-18,WC,Pool A,ENG,FIJ,35,11,4,1,5,0,"Twickenham, London",0,3,9,1970,1910
2015-09-19,WC,Pool C,TON,GEO,10,17,1,2,1,4,"Kingsholm Stadium, Gloucester",1,14,13,1860,1870
2015-09-19,WC,Pool B,SAF,JAP,32,34,4,3,2,4,Brighton Community Stadium,1,6,11,1940,1890
